user_id,order_id,skill,correct,ms_first_response,hint_count,attempt_count
78282,21681858,Division Fractions,1,600151,0,1
78282,21682303,Division Fractions,0,58631,0,2
78284,21293739,Division Fractions,1,656010,0,1
78285,21296133,Division Fractions,1,17891,0,1
78285,21296196,Division Fractions,1,29313,0,1
78285,21296276,Division Fractions,1,31094,0,1
78286,21380147,Division Fractions,1,20002,0,1
78286,21380156,Division Fractions,1,37467,0,1
78286,21380185,Division Fractions,1,21363,0,1
78356,21507978,Division Fractions,1,14528,0,1
78356,21508386,Division Fractions,1,19845,0,1
78357,21349614,Division Fractions,0,36777,0,2
78357,21349682,Division Fractions,1,34923,0,1
78357,21349765,Division Fractions,1,21955,0,1
78358,21118678,Division Fractions,1,27552,0,1
78358,21231430,Division Fractions,1,38633,0,1
78358,21231718,Division Fractions,1,12600,0,1
78358,21232998,Division Fractions,1,24682,0,1
78358,21336659,Division Fractions,0,12505,0,2
78358,21336843,Division Fractions,1,15595,0,1
78358,21336965,Division Fractions,1,10713,0,1
78360,21176919,Division Fractions,0,41986,0,3
78360,21381884,Division Fractions,0,27122,2,4
78360,21382035,Division Fractions,1,29215,0,1
78360,21407483,Division Fractions,1,31513,0,1
78360,21499849,Division Fractions,1,20042,0,1
78360,21499868,Division Fractions,0,34846,0,2
78360,21499876,Division Fractions,1,12272,0,1
78361,21157378,Division Fractions,0,1051063,4,10
78361,21167717,Division Fractions,1,56453,0,1
78361,21167783,Division Fractions,1,53906,0,1
78362,21162191,Division Fractions,1,26972,0,1
78362,21162208,Division Fractions,1,12480,0,1
78362,21162229,Division Fractions,1,7548,0,1
78362,21162256,Division Fractions,1,9361,0,1
78362,21162644,Division Fractions,1,39834,0,1
78362,21162672,Division Fractions,0,146005,3,1
78362,21306102,Division Fractions,0,98794,4,5
78362,21352785,Division Fractions,1,43815,0,1
78362,21353039,Division Fractions,0,30802,4,3
78362,21353291,Division Fractions,0,54526,4,2
78363,21508233,Division Fractions,0,37074,0,2
78363,21508615,Division Fractions,1,63882,0,1
78363,21677458,Division Fractions,1,82329,0,1
78365,21103979,Division Fractions,0,55734,1,2
78365,21104454,Division Fractions,0,6905,5,1
78365,21656366,Division Fractions,1,47135,0,1
78365,21656375,Division Fractions,0,161517,3,2
78365,21656526,Division Fractions,1,31680,0,1
78366,21586431,Division Fractions,1,51875,0,1
78366,21586450,Division Fractions,1,23362,0,1
78367,21125294,Division Fractions,1,120946,0,1
78367,21125345,Division Fractions,1,26972,0,1
78368,21147657,Division Fractions,0,54842,0,2
78368,21147667,Division Fractions,1,39929,0,1
78368,21147674,Division Fractions,1,61130,0,1
78368,21147686,Division Fractions,1,46153,0,1
78368,21294166,Division Fractions,1,36364,0,1
78369,21349535,Division Fractions,0,288984,1,3
78369,21349967,Division Fractions,1,160550,0,1
78370,21239249,Division Fractions,1,19734,0,1
78371,21155759,Division Fractions,1,164813,0,1
78371,21155908,Division Fractions,1,87781,0,1
78373,21361941,Division Fractions,1,221845,0,1
78373,21362066,Division Fractions,1,77199,0,1
78373,21362107,Division Fractions,1,86357,0,1
78373,21362165,Division Fractions,1,32600,0,1
78385,21372019,Division Fractions,1,24359,0,1
78499,24810681,Division Fractions,1,52464,0,1
78499,24811148,Division Fractions,1,19235,0,1
78504,24810961,Division Fractions,0,84872,4,2
78504,24811672,Division Fractions,0,128512,4,1
78504,24812536,Division Fractions,1,37030,0,1
78504,24812772,Division Fractions,0,33615,4,2
78504,24813057,Division Fractions,1,29927,0,1
78504,24813306,Division Fractions,0,31792,4,2
78504,24813612,Division Fractions,1,44588,0,1
78504,25716539,Division Fractions,1,71961,0,1
78504,25716710,Division Fractions,1,41748,0,1
78508,21235661,Division Fractions,1,11468,0,1
78508,21235708,Division Fractions,1,7254,0,1
78509,21517300,Division Fractions,0,3064,4,1
78509,21554797,Division Fractions,0,62537,0,3
78509,21555136,Division Fractions,1,19770,0,1
78509,21556183,Division Fractions,1,24785,0,1
78509,21681388,Division Fractions,1,30257,0,1
78509,21943411,Division Fractions,1,9590,0,1
78509,21943990,Division Fractions,1,25408,0,1
78509,21944118,Division Fractions,1,44624,0,1
78509,21944238,Division Fractions,0,26249,0,2
78509,22363472,Division Fractions,1,41934,0,1
78509,22363656,Division Fractions,1,26713,0,1
78510,21220316,Division Fractions,1,58326,0,1
78510,21220542,Division Fractions,1,8121,0,1
78510,21220580,Division Fractions,1,38497,0,1
78510,21220816,Division Fractions,1,6654,0,1
78572,21247642,Division Fractions,0,787313,0,2
78572,21375639,Division Fractions,1,1426818,0,1
78572,21376641,Division Fractions,1,134770,0,1
78575,24806496,Division Fractions,1,135897,0,1
78575,24811224,Division Fractions,1,30762,0,1
78579,24809579,Division Fractions,1,96668,0,1
78579,24810251,Division Fractions,1,96642,0,1
78582,24806149,Division Fractions,0,39027,0,2
78582,24806755,Division Fractions,0,107544,1,2
78582,24809206,Division Fractions,1,27248,0,1
78582,24809437,Division Fractions,0,17140,0,3
78582,24810528,Division Fractions,1,28665,0,1
78582,24810787,Division Fractions,1,16820,0,1
78582,24810932,Division Fractions,1,14692,0,1
78588,24807780,Division Fractions,0,292425,0,2
78588,24810619,Division Fractions,1,77326,0,1
78588,24811266,Division Fractions,1,34440,0,1
78588,24811493,Division Fractions,1,642868,0,1
78590,24807730,Division Fractions,1,80511,0,1
78590,24808287,Division Fractions,0,43947,0,2
78590,24809468,Division Fractions,1,17475,0,1
78590,24809595,Division Fractions,0,140375,4,3
78590,24811113,Division Fractions,1,33062,0,1
78590,24811390,Division Fractions,1,23962,0,1
78590,24811532,Division Fractions,1,56444,0,1
78595,21362054,Division Fractions,0,34348,1,3
78647,33292390,Division Fractions,0,1685,4,1
78647,33292421,Division Fractions,0,1940,5,1
78647,33292461,Division Fractions,0,1340,5,1
78647,33292483,Division Fractions,0,1390,4,1
78647,33292505,Division Fractions,0,1350,4,1
78647,33292523,Division Fractions,0,1495,4,1
78647,33292564,Division Fractions,0,2015,5,1
78673,28235742,Division Fractions,0,108358,5,2
78673,31500214,Division Fractions,1,105875,0,1
78673,32526580,Division Fractions,1,61406,0,2
78704,21492965,Division Fractions,1,26184,0,1
78705,21574161,Division Fractions,1,17818,0,1
78705,21574335,Division Fractions,1,47261,0,1
78705,21577734,Division Fractions,0,14479,0,3
78706,21385090,Division Fractions,1,25250,0,1
78707,21284208,Division Fractions,0,62541,0,3
78707,21284497,Division Fractions,1,75342,0,1
78707,21284572,Division Fractions,1,65990,0,1
78707,21375880,Division Fractions,0,70705,0,2
78707,21376138,Division Fractions,1,42571,0,1
78707,21376217,Division Fractions,1,63823,0,1
78708,21145555,Division Fractions,1,29234,0,1
78708,21145602,Division Fractions,0,19766,0,3
78708,21145619,Division Fractions,1,30219,0,1
78708,21145627,Division Fractions,1,14922,0,1
78708,21145647,Division Fractions,1,15016,0,1
78710,21293040,Division Fractions,0,19219,4,3
78710,21293181,Division Fractions,1,21953,0,1
78710,21293303,Division Fractions,1,34844,0,1
78710,21293534,Division Fractions,1,56813,0,1
78710,21563826,Division Fractions,1,10780,0,1
78710,21564436,Division Fractions,1,16578,0,1
78714,21368101,Division Fractions,1,18103,0,1
78714,21368203,Division Fractions,0,25799,4,2
78714,21560929,Division Fractions,1,19255,0,1
78714,21561162,Division Fractions,1,25900,0,1
78718,21283584,Division Fractions,1,21066,0,1
78718,21283787,Division Fractions,1,28456,0,1
78718,21283961,Division Fractions,0,14992,2,4
78719,21493437,Division Fractions,1,44931,0,1
78719,21493534,Division Fractions,1,34161,0,1
78720,21132057,Division Fractions,0,38978,0,2
78720,21299769,Division Fractions,0,63166,4,2
78720,21299814,Division Fractions,0,16364,5,2
78720,21299880,Division Fractions,1,24427,0,1
78720,21299949,Division Fractions,1,24850,0,1
78720,21493591,Division Fractions,1,88832,0,1
78720,21493774,Division Fractions,1,21453,0,1
78721,21477690,Division Fractions,1,307228,0,1
78721,21478766,Division Fractions,1,40230,0,1
78721,21478869,Division Fractions,1,53561,0,1
78722,21312370,Division Fractions,1,15179,0,1
78722,21312406,Division Fractions,1,20242,0,1
78722,21312449,Division Fractions,1,18330,0,1
78723,21141907,Division Fractions,0,43719,0,11
78723,21141992,Division Fractions,1,23125,0,1
78723,21463540,Division Fractions,1,14568,0,1
78723,21463624,Division Fractions,1,21313,0,1
78724,21163170,Division Fractions,1,28835,0,1
78724,21163205,Division Fractions,1,33173,0,1
78725,21304831,Division Fractions,1,63158,0,1
78725,21304881,Division Fractions,1,63455,0,1
78726,21122230,Division Fractions,0,62199,1,3
78726,21123298,Division Fractions,0,40040,0,2
78726,21123646,Division Fractions,1,24461,0,1
78726,21123822,Division Fractions,1,12646,0,1
78727,21493328,Division Fractions,0,591453,0,2
78727,21493976,Division Fractions,1,692532,0,1
78729,21362123,Division Fractions,1,102592,0,1
78729,21362173,Division Fractions,1,158828,0,1
78757,24810593,Division Fractions,1,21282,0,1
78757,24810779,Division Fractions,1,19123,0,1
78765,21462203,Division Fractions,0,42290,0,2
78765,21462646,Division Fractions,1,12433,0,1
78767,26448797,Division Fractions,1,20930,0,1
78767,26448842,Division Fractions,1,19010,0,1
78767,26448865,Division Fractions,1,14220,0,1
78767,26448880,Division Fractions,1,32840,0,1
78767,26448924,Division Fractions,1,11980,0,1
78768,25635571,Division Fractions,0,65728,1,2
78768,25635807,Division Fractions,1,114918,0,1
78768,25635999,Division Fractions,1,123844,0,1
78768,25636241,Division Fractions,1,70000,0,1
78769,25637066,Division Fractions,0,17836,4,2
78769,25637137,Division Fractions,1,94707,0,1
78769,25637313,Division Fractions,1,36092,0,1
78769,25637367,Division Fractions,1,50738,0,1
78770,26613348,Division Fractions,0,10594,0,2
78770,26613369,Division Fractions,1,33204,0,1
78770,26613376,Division Fractions,0,24281,0,2
78770,26613386,Division Fractions,1,9390,0,1
78770,26613395,Division Fractions,1,15453,0,1
78770,26613405,Division Fractions,1,28578,0,1
78770,26613421,Division Fractions,0,13203,0,2
78770,26613433,Division Fractions,1,17047,0,1
78770,26613441,Division Fractions,0,74250,0,2
78770,26613465,Division Fractions,1,18047,0,1
78771,25793105,Division Fractions,1,47234,0,1
78771,25793198,Division Fractions,1,58906,0,1
78771,25793323,Division Fractions,1,19203,0,1
78771,25793374,Division Fractions,1,58937,0,1
78771,25793443,Division Fractions,1,14453,0,1
78772,26450933,Division Fractions,1,40373,0,1
78772,26450975,Division Fractions,1,38636,0,1
78772,26451000,Division Fractions,1,27526,0,1
78772,26451029,Division Fractions,1,36357,0,1
78772,26451048,Division Fractions,0,9837,0,5
78772,26451078,Division Fractions,1,25413,0,1
78772,26451098,Division Fractions,1,29709,0,1
78772,26451113,Division Fractions,0,23741,0,2
78772,26451138,Division Fractions,1,22781,0,1
78772,26451155,Division Fractions,1,26005,0,1
78772,26462570,Division Fractions,1,34936,0,1
78772,26462589,Division Fractions,1,7059,0,1
78772,26462595,Division Fractions,1,25468,0,1
78773,26526025,Division Fractions,1,25501,0,1
78773,26526066,Division Fractions,1,24293,0,1
78773,26526103,Division Fractions,1,42307,0,1
78773,26526146,Division Fractions,1,23977,0,1
78773,26526173,Division Fractions,1,27980,0,1
78774,25635248,Division Fractions,1,35328,0,1
78776,26033314,Division Fractions,1,28681,0,1
78776,26033342,Division Fractions,1,25802,0,1
78776,26033362,Division Fractions,1,8204,0,1
78776,26033383,Division Fractions,1,40429,0,1
78776,26033495,Division Fractions,1,11964,0,1
78777,25800453,Division Fractions,1,41650,0,1
78777,25800485,Division Fractions,1,43463,0,1
78777,25800560,Division Fractions,1,27846,0,1
78777,25800617,Division Fractions,1,72730,0,1
78777,25800689,Division Fractions,1,31709,0,1
78778,26195132,Division Fractions,1,49734,0,1
78778,26195154,Division Fractions,1,42672,0,1
78778,26195175,Division Fractions,1,36219,0,1
78778,26195183,Division Fractions,1,40734,0,1
78778,26195229,Division Fractions,1,47094,0,1
78779,26193993,Division Fractions,1,44359,0,1
78779,26194097,Division Fractions,1,23000,0,1
78779,26194140,Division Fractions,1,30609,0,1
78779,26194230,Division Fractions,0,36203,0,2
78779,26194358,Division Fractions,1,93594,0,1
78779,26194571,Division Fractions,1,9593,0,1
78779,26194601,Division Fractions,0,44282,5,7
78779,26194919,Division Fractions,1,20454,0,1
78779,26194957,Division Fractions,0,9000,0,3
78779,26194983,Division Fractions,1,8125,0,1
78780,25896890,Division Fractions,1,274962,0,1
78780,25897453,Division Fractions,1,81729,0,1
78780,25897555,Division Fractions,1,23447,0,1
78780,25897581,Division Fractions,1,22293,0,1
78780,25897616,Division Fractions,1,13400,0,1
78781,25634891,Division Fractions,0,74118,4,8
78781,25635737,Division Fractions,1,41657,0,1
78781,25635797,Division Fractions,1,27688,0,1
78781,25635859,Division Fractions,0,111002,0,10
78781,25636364,Division Fractions,1,64969,0,1
78781,25636534,Division Fractions,1,46016,0,1
78781,25636673,Division Fractions,1,32422,0,1
78782,26320029,Division Fractions,1,28406,0,1
78782,26320077,Division Fractions,1,27593,0,1
78782,26320116,Division Fractions,1,21766,0,1
78782,26320185,Division Fractions,1,21937,0,1
78782,26320225,Division Fractions,1,37406,0,1
78783,25635585,Division Fractions,1,241206,0,1
78784,26146544,Division Fractions,1,37297,0,1
78784,26146561,Division Fractions,1,54359,0,1
